-0.28357816	-0.20082712	0.26124972	0.44202328	0.63861924	0.36273158	0.21489727	0.28367758	0.014981218	0.4136372	-0.36091405	0.64351	-0.240188	0.3665191	0.501766	-0.71811724
-0.14319582	-0.27086568	0.2948612	0.57930875	0.56409574	0.580887	0.25366694	0.09638871	0.29040626	0.16450605	-0.61678725	0.5693172	-0.03189842	0.5659935	0.20671055	-0.7484617
-0.43075374	-0.3054555	0.03309411	0.24255887	0.5993385	0.5255067	0.4426165	0.006189754	-0.17313857	0.49294785	-0.44999963	0.48586056	-0.041125912	0.017472485	0.45070437	-0.5940799
0.025055187	-0.06766376	0.18649836	0.37950495	0.69807017	0.034484874	-0.1437194	0.1254281	-0.019585915	0.18040836	-0.28089932	0.6804914	0.010819958	0.20138277	0.39523795	-0.68560344
-0.22739992	-0.030063502	0.11617016	0.23603365	0.6924928	0.039813224	0.038768947	0.19446974	-0.25762668	-0.09201262	-0.09973105	0.5784986	-0.009133272	-0.41241232	0.28071052	-0.21447934
-0.55068177	-0.42152512	-0.35218254	-0.36510402	0.655296	0.46641085	0.6391397	-0.22330166	-0.56982416	0.689782	0.045623656	0.52987134	0.058268353	-0.61550945	0.7171137	0.120856896
-0.1104199	-0.2262107	0.12773533	0.38565457	0.55163366	0.3608118	0.1068204	-0.005491977	0.08902094	0.2962751	-0.38978636	0.5008049	-0.0121852225	0.4448633	0.32694247	-0.629922
-0.28771544	-0.18610018	0.23377244	0.41235986	0.4698448	0.3982793	0.3074259	0.17648616	0.06805402	0.3141295	-0.31679088	0.48919094	-0.23235564	0.30263755	0.37619734	-0.6115541
-0.13106556	0.21337125	0.3495471	0.1949159	0.7093463	-0.27632657	-0.13211727	0.32820758	-0.37493908	0.46037233	0.37339577	0.66977435	-0.26488578	-0.3858343	0.58090484	-0.3231299
-0.11893679	0.0103631755	0.15253104	0.1869471	0.6547976	0.033158626	-0.014294302	0.13953394	-0.24404639	0.26337025	-0.056548014	0.5934179	-0.053394277	0.01745118	0.49911657	-0.5724135
-0.030783854	-0.30832857	0.10616671	0.29759952	0.40488216	0.44247055	0.16411522	-0.043785773	0.2281843	0.6573312	-0.5199136	0.48457178	0.028010124	0.85255855	0.3477629	-0.96059364
-0.17873438	-0.060216457	0.23829381	0.24260625	0.5929305	0.08501223	0.080164455	0.2538971	-0.09370225	0.2519174	-0.030668354	0.5530022	-0.1988807	0.020097587	0.41644558	-0.4427982
0.34809303	0.49039406	0.39413202	0.3457475	0.80150765	-0.5471758	-0.47963917	0.4221503	-0.24134114	-0.2531944	0.29511118	0.74153996	-0.0017746226	-0.50620645	0.34571597	-0.23106441
